BHK,Size,Bathroom,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Area Locality Encoded,Rent_Scaled
0.2,0.16145181476846057,0.1111111111111111,False,True,False,False,False,True,False,True,False,False,True,0.0,0.0025151480507602606
0.2,0.04881101376720901,0.0,True,False,False,False,False,True,False,True,False,False,False,0.36111111111111105,0.0009717617468846462
0.2,0.08010012515644555,0.1111111111111111,False,True,False,False,False,True,False,False,True,False,True,0.08333333333333333,0.003086772607751229
0.4000000000000001,0.24906132665832292,0.1111111111111111,False,True,False,False,False,True,False,True,False,True,False,0.36111111111111105,0.008231393620669943
0.4000000000000001,0.13241551939924906,0.1111111111111111,False,True,False,False,False,True,False,True,False,True,False,0.19444444444444442,0.003944209443237681
0.0,0.017521902377972465,0.0,False,True,False,False,False,True,False,False,False,True,False,0.2222222222222222,0.00180061735452155
0.0,0.055068836045056316,0.0,True,False,False,False,False,True,False,False,True,False,False,0.05555555555555555,0.00180061735452155
0.2,0.09887359198998748,0.0,True,False,False,False,False,True,False,False,True,True,False,0.08333333333333333,0.0010860866582828397
0.2,0.12390488110137672,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.19444444444444442,0.003944209443237681
0.2,0.11138923654568209,0.0,False,True,False,False,False,True,False,True,False,False,False,0.0,0.002800960329255745
0.0,0.07384230287859823,0.0,True,False,False,False,False,True,False,False,True,True,False,0.36111111111111105,0.0016577112152738082
0.2,0.14893617021276595,0.0,False,True,False,False,False,True,False,False,True,True,False,0.08333333333333333,0.0013718989367783238
0.2,0.14893617021276595,0.1111111111111111,False,True,False,False,False,True,False,True,False,False,False,0.08333333333333333,0.0013718989367783238
0.2,0.08010012515644555,0.1111111111111111,False,True,False,False,False,True,False,True,False,True,False,0.027777777777777776,0.0016577112152738082
0.2,0.08886107634543178,0.1111111111111111,True,False,False,False,False,True,False,True,False,True,False,0.0,0.0020864296330170345
0.0,0.03629536921151439,0.0,True,False,False,False,False,True,False,False,True,False,False,0.3333333333333333,0.0010860866582828397
0.4000000000000001,0.14893617021276595,0.2222222222222222,True,False,False,False,False,True,False,False,True,True,False,0.0,0.008231393620669943
0.2,0.08635794743429286,0.1111111111111111,True,False,False,False,False,True,False,False,True,True,False,0.027777777777777776,0.0025151480507602606
0.4000000000000001,0.24906132665832292,0.1111111111111111,False,True,False,False,False,True,False,True,False,True,False,0.05555555555555555,0.008231393620669943
0.0,0.030037546933667086,0.0,False,True,False,False,False,True,False,True,False,True,False,0.027777777777777776,0.0006573682405396136
0.2,0.13642052565707133,0.0,True,False,False,False,False,True,False,False,True,False,False,0.05555555555555555,0.0019435234937692921
0.0,0.03629536921151439,0.0,True,False,False,False,False,True,False,False,True,True,False,0.3333333333333333,0.0010860866582828397
0.2,0.07384230287859823,0.0,False,True,False,False,False,True,False,True,False,True,False,0.027777777777777776,0.00180061735452155
0.2,0.09887359198998748,0.0,True,False,False,False,False,True,False,False,True,True,False,0.0,0.001514805076026066
0.0,0.08385481852315393,0.0,False,True,False,False,False,True,False,False,True,True,False,0.1388888888888889,0.00180061735452155
0.0,0.08385481852315393,0.0,False,True,False,False,False,True,False,False,True,True,False,0.1388888888888889,0.00180061735452155
0.2,0.10513141426783477,0.0,True,False,False,False,False,True,False,True,False,False,False,0.36111111111111105,0.004230021721733165
0.2,0.10513141426783477,0.0,True,False,False,False,False,True,False,True,False,False,False,0.36111111111111105,0.004230021721733165
0.2,0.08635794743429286,0.0,False,True,False,False,False,True,False,False,True,False,False,0.027777777777777776,0.001514805076026066
0.4000000000000001,0.18648310387984982,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.027777777777777776,0.011089516405624784
0.2,0.1176470588235294,0.1111111111111111,False,True,False,False,False,True,False,True,False,True,False,0.0,0.003229678746998971
0.2,0.061326658322903634,0.0,False,True,False,False,False,True,False,False,True,True,False,0.08333333333333333,0.0012289927975305819
0.0,0.055068836045056316,0.0,True,False,False,False,False,True,False,True,False,True,False,0.0,0.0010860866582828397
0.2,0.08635794743429286,0.0,False,True,False,False,False,True,False,False,True,False,False,0.08333333333333333,0.001514805076026066
0.0,0.061326658322903634,0.0,False,True,False,False,False,True,False,False,True,True,False,0.08333333333333333,0.0019435234937692921
0.4000000000000001,0.22403003754693365,0.1111111111111111,False,True,False,False,False,True,False,True,False,True,False,0.08333333333333333,0.0038013033039899394
0.0,0.061326658322903634,0.0,True,False,False,False,False,True,False,True,False,True,False,0.05555555555555555,0.002000685949468389
0.2,0.058823529411764705,0.1111111111111111,True,False,False,False,False,True,False,False,False,True,False,0.0,0.003944209443237681
1.0000000000000002,0.12390488110137672,0.1111111111111111,False,True,False,False,False,True,False,True,False,True,False,0.08333333333333333,0.005373270835715102
0.2,0.09887359198998748,0.0,False,True,False,False,False,True,False,False,False,True,False,0.0,0.0015719675317251627
0.0,0.05319148936170213,0.0,False,True,False,False,False,True,False,False,True,True,False,0.3333333333333333,0.0025151480507602606
0.2,0.08635794743429286,0.1111111111111111,True,False,False,False,False,True,False,True,False,True,False,0.16666666666666663,0.0016577112152738082
0.2,0.09887359198998748,0.0,False,True,False,False,False,True,False,False,False,True,False,0.0,0.00594489539270607
0.2,0.055068836045056316,0.0,False,True,False,False,False,True,False,False,True,True,False,0.027777777777777776,0.001514805076026066
0.2,0.06758448060075092,0.0,True,False,False,False,False,True,False,True,False,True,False,0.0,0.0020864296330170345
0.2,0.09887359198998748,0.1111111111111111,True,False,False,False,False,True,False,False,True,False,False,0.2222222222222222,0.004801646278724134
0.2,0.06758448060075092,0.1111111111111111,True,False,False,False,False,True,False,True,False,False,True,0.2222222222222222,0.003086772607751229
0.0,0.07384230287859823,0.0,False,True,False,False,False,True,False,False,False,True,False,0.36111111111111105,0.0022293357722647767
0.0,0.061326658322903634,0.0,False,True,False,False,False,True,False,False,True,True,False,0.05555555555555555,0.0013718989367783238
0.2,0.12390488110137672,0.1111111111111111,False,True,False,False,False,True,False,False,False,True,False,0.027777777777777776,0.005373270835715102
0.0,0.03629536921151439,0.0,True,False,False,False,False,True,False,False,True,True,False,0.16666666666666663,0.0010860866582828397
0.2,0.14893617021276595,0.1111111111111111,False,True,False,False,False,True,False,False,False,True,False,0.0,0.003086772607751229
0.2,0.061326658322903634,0.0,True,False,False,False,False,True,False,True,False,True,False,0.05555555555555555,0.0025151480507602606
0.6000000000000001,0.14893617021276595,0.1111111111111111,False,True,False,False,False,True,False,False,True,False,True,0.0,0.004801646278724134
0.2,0.11138923654568209,0.1111111111111111,True,False,False,False,False,True,False,True,False,True,False,0.36111111111111105,0.003944209443237681
0.4000000000000001,0.16145181476846057,0.2222222222222222,True,False,False,False,False,True,False,False,True,True,False,0.41666666666666663,0.00594489539270607
0.6000000000000001,0.19899874843554444,0.2222222222222222,True,False,False,False,False,True,False,False,True,True,False,0.11111111111111112,0.009660455013147363
0.4000000000000001,0.1802252816020025,0.1111111111111111,False,True,False,False,False,True,False,False,True,False,True,0.027777777777777776,0.005659083114210586
0.2,0.13642052565707133,0.1111111111111111,False,True,False,False,False,True,False,False,False,False,False,0.027777777777777776,0.0068023322281925225
0.0,0.07384230287859823,0.0,True,False,False,False,False,True,False,False,True,True,False,0.0,0.0013718989367783238
0.2,0.08635794743429286,0.1111111111111111,True,False,False,False,False,True,False,False,True,True,False,0.027777777777777776,0.0036583971647421976
0.4000000000000001,0.09261576971214017,0.0,False,True,False,False,False,True,False,False,True,False,True,0.08333333333333333,0.0019435234937692921
0.2,0.12390488110137672,0.0,False,True,False,False,False,True,False,False,True,True,False,0.0,0.0019435234937692921
0.0,0.026282853566958697,0.0,False,True,False,False,False,True,False,False,False,True,False,0.0,0.0013718989367783238
0.0,0.03629536921151439,0.0,True,False,False,False,False,True,False,True,False,False,False,0.027777777777777776,0.0019435234937692921
0.0,0.03629536921151439,0.0,True,False,False,False,False,True,False,False,True,True,False,0.0,0.0013718989367783238
0.0,0.08635794743429286,0.0,False,True,False,False,False,True,False,True,False,True,False,0.0,0.005373270835715102
0.4000000000000001,0.09887359198998748,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.0,0.003086772607751229
0.4000000000000001,0.19899874843554444,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.25,0.003944209443237681
0.2,0.12390488110137672,0.1111111111111111,True,False,False,False,False,True,False,False,True,True,False,0.3333333333333333,0.0036583971647421976
0.0,0.0012515644555694616,0.0,False,True,False,False,False,True,False,False,True,True,False,0.027777777777777776,0.0010860866582828397
0.2,0.04881101376720901,0.0,True,False,False,False,False,True,False,False,True,True,False,0.0,0.0016577112152738082
0.0,0.023779724655819776,0.0,False,True,False,False,False,True,False,False,False,True,False,0.08333333333333333,0.0007716931519378071
0.4000000000000001,0.10387984981226532,0.1111111111111111,True,False,False,False,False,True,False,False,True,False,False,0.0,0.0036583971647421976
0.0,0.03629536921151439,0.0,True,False,False,False,False,True,False,False,True,True,False,0.3333333333333333,0.0014576426203269691
0.2,0.06758448060075092,0.1111111111111111,True,False,False,False,False,True,False,False,False,True,False,0.3333333333333333,0.0033725848862467133
0.0,0.03629536921151439,0.0,True,False,False,False,False,True,False,False,True,True,False,0.3333333333333333,0.001600548759574711
0.2,0.09887359198998748,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.05555555555555555,0.0019435234937692921
0.2,0.0913642052565707,0.0,True,False,False,False,False,True,False,False,True,False,False,0.08333333333333333,0.0025151480507602606
0.2,0.16145181476846057,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.19444444444444442,0.004801646278724134
0.2,0.08010012515644555,0.0,False,True,False,False,False,True,False,True,False,True,False,0.16666666666666663,0.0019435234937692921
0.2,0.060075093867334166,0.0,False,True,False,False,False,True,False,True,False,True,False,0.0,0.0019435234937692921
0.0,0.030037546933667086,0.0,False,True,False,False,False,True,False,False,False,True,False,0.1388888888888889,0.0010003429747341944
0.0,0.030037546933667086,0.0,False,True,False,False,False,True,False,False,False,True,False,0.0,0.0010003429747341944
0.0,0.055068836045056316,0.0,False,True,False,False,False,True,False,False,True,True,False,0.05555555555555555,0.0009431805190350977
0.0,0.03629536921151439,0.0,True,False,False,False,False,True,False,True,False,True,False,0.36111111111111105,0.0013718989367783238
0.2,0.09261576971214017,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.0,0.004230021721733165
0.0,0.030037546933667086,0.0,False,True,False,False,False,True,False,False,False,True,False,0.1388888888888889,0.0010003429747341944
0.2,0.0927409261576971,0.0,True,False,False,False,False,True,False,False,True,False,False,0.2222222222222222,0.0036583971647421976
0.2,0.11138923654568209,0.0,True,False,False,False,False,True,False,True,False,False,False,0.08333333333333333,0.0022293357722647767
0.2,0.04881101376720901,0.0,True,False,False,False,False,True,False,True,False,True,False,0.16666666666666663,0.0010860866582828397
0.2,0.12390488110137672,0.1111111111111111,True,False,False,False,False,True,False,True,False,True,False,0.2222222222222222,0.004658740139476391
0.2,0.12390488110137672,0.0,True,False,False,False,False,True,False,False,True,True,False,0.0,0.0020864296330170345
0.4000000000000001,0.18648310387984982,0.1111111111111111,True,False,False,False,False,True,False,True,False,False,True,0.027777777777777776,0.003944209443237681
0.2,0.09261576971214017,0.1111111111111111,True,False,False,False,False,True,False,False,True,True,False,0.0,0.003229678746998971
0.0,0.14893617021276595,0.0,False,True,False,False,False,True,False,True,False,True,False,0.3333333333333333,0.0033725848862467133
0.2,0.08635794743429286,0.0,False,True,False,False,False,True,False,False,True,True,False,0.08333333333333333,0.0019435234937692921
0.2,0.08635794743429286,0.0,True,False,False,False,False,True,False,False,False,True,False,0.0,0.0019435234937692921
0.2,0.12390488110137672,0.0,False,True,False,False,False,True,False,True,False,True,False,0.027777777777777776,0.0019435234937692921
0.2,0.14893617021276595,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.027777777777777776,0.0016577112152738082
0.2,0.06758448060075092,0.0,False,True,False,False,False,True,False,False,False,True,False,0.0,0.0002858122784954842
0.2,0.09887359198998748,0.0,True,False,False,False,False,True,False,False,True,False,False,0.027777777777777776,0.0019435234937692921
0.2,0.03379224030037547,0.0,False,True,False,False,False,True,False,False,True,False,False,0.0,0.0012289927975305819
0.4000000000000001,0.13642052565707133,0.2222222222222222,False,True,False,False,False,True,False,False,True,True,False,0.0,0.005373270835715102
0.2,0.1176470588235294,0.0,False,True,False,False,False,True,False,False,True,True,False,0.1388888888888889,0.0016577112152738082
0.0,0.030037546933667086,0.0,False,True,False,False,False,True,False,False,False,True,False,0.027777777777777776,0.0006573682405396136
0.2,0.12390488110137672,0.0,True,False,False,False,False,True,False,False,True,False,False,0.0,0.0010860866582828397
0.4000000000000001,0.12390488110137672,0.1111111111111111,True,False,False,False,False,True,False,True,False,True,False,0.36111111111111105,0.005373270835715102
0.2,0.08010012515644555,0.0,False,True,False,False,False,True,False,False,True,True,False,0.11111111111111112,0.0016577112152738082
0.2,0.08635794743429286,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.0,0.0025151480507602606
0.2,0.08635794743429286,0.0,True,False,False,False,False,True,False,False,True,False,False,0.1388888888888889,0.0016577112152738082
0.4000000000000001,0.12390488110137672,0.1111111111111111,False,True,False,False,False,True,False,True,False,True,False,0.0,0.003086772607751229
0.2,0.11138923654568209,0.1111111111111111,True,False,False,False,False,True,False,False,True,False,False,0.0,0.0038013033039899394
0.0,0.08635794743429286,0.0,False,True,False,False,False,True,False,False,True,True,False,0.0,0.0013718989367783238
0.2,0.08635794743429286,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.1388888888888889,0.0023722419115125184
0.2,0.055068836045056316,0.1111111111111111,True,False,False,False,False,True,False,True,False,True,False,0.36111111111111105,0.0025151480507602606
0.0,0.013767209011264079,0.0,False,True,False,False,False,True,False,False,True,True,False,0.05555555555555555,0.0006573682405396136
0.2,0.09887359198998748,0.1111111111111111,False,True,False,False,False,True,False,True,False,True,False,0.05555555555555555,0.0022293357722647767
0.4000000000000001,0.15143929912390489,0.1111111111111111,True,False,False,False,False,True,False,False,True,True,False,0.11111111111111112,0.011089516405624784
0.4000000000000001,0.13642052565707133,0.0,False,True,False,False,False,True,False,False,True,True,False,0.0,0.004372927860980907
0.4000000000000001,0.08635794743429286,0.1111111111111111,True,False,False,False,False,True,False,False,True,False,True,0.0,0.0019435234937692921
0.2,0.09887359198998748,0.0,False,True,False,False,False,True,False,False,False,True,False,0.19444444444444442,0.003086772607751229
0.2,0.08260325406758447,0.0,False,True,False,False,False,True,False,False,True,False,True,0.0,0.001514805076026066
0.6000000000000001,0.16145181476846057,0.2222222222222222,False,True,False,False,False,True,False,False,True,True,False,0.08333333333333333,0.011089516405624784
0.0,0.02252816020025031,0.0,False,True,False,False,False,True,False,True,False,True,False,0.08333333333333333,0.0010860866582828397
0.2,0.08635794743429286,0.0,False,True,False,False,False,True,False,True,False,True,False,0.0,0.0022293357722647767
0.0,0.028785982478097622,0.0,True,False,False,False,False,True,False,False,True,False,False,0.1388888888888889,0.0016577112152738082
0.2,0.10513141426783477,0.0,True,False,False,False,False,True,False,True,False,False,True,0.05555555555555555,0.004801646278724134
0.0,0.1176470588235294,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.0,0.0022293357722647767
0.0,0.055068836045056316,0.0,True,False,False,False,False,True,False,False,False,True,False,0.0,0.0012289927975305819
0.2,0.09887359198998748,0.0,True,False,False,False,False,True,False,False,True,False,False,0.0,0.00180061735452155
0.2,0.07384230287859823,0.0,True,False,False,False,False,True,False,False,True,True,False,0.0,0.0008002743797873556
0.4000000000000001,0.09887359198998748,0.1111111111111111,True,False,False,False,False,True,False,False,True,False,False,0.027777777777777776,0.002658054190008003
0.4000000000000001,0.13642052565707133,0.1111111111111111,True,False,False,False,False,True,False,False,True,True,False,0.027777777777777776,0.003944209443237681
0.2,0.09887359198998748,0.0,True,False,False,False,False,True,False,False,False,True,False,0.1388888888888889,0.003944209443237681
0.0,0.2740926157697121,0.2222222222222222,False,True,False,False,False,True,False,False,False,True,False,0.027777777777777776,0.013947639190579626
0.2,0.1176470588235294,0.1111111111111111,True,False,False,False,False,True,False,False,True,False,False,0.0,0.003086772607751229
0.2,0.06758448060075092,0.0,True,False,False,False,False,True,False,False,True,True,False,0.0,0.002800960329255745
0.2,0.22403003754693365,0.1111111111111111,True,False,False,False,False,True,False,False,True,False,False,0.19444444444444442,0.003086772607751229
0.2,0.12390488110137672,0.0,False,True,False,False,False,True,False,False,False,True,False,0.027777777777777776,0.0019435234937692921
0.2,0.07384230287859823,0.1111111111111111,False,True,False,False,False,True,False,True,False,True,False,0.0,0.004801646278724134
0.2,0.09261576971214017,0.1111111111111111,True,False,False,False,False,True,False,True,False,True,False,0.0,0.0019435234937692921
0.2,0.08448060075093866,0.0,False,True,False,False,False,True,False,False,True,True,False,0.16666666666666663,0.0016577112152738082
0.0,0.00425531914893617,0.0,True,False,False,False,False,True,False,False,False,True,False,0.1388888888888889,0.001514805076026066
0.6000000000000001,0.14893617021276595,0.0,True,False,False,False,False,True,False,False,True,True,False,0.08333333333333333,0.0033725848862467133
0.2,0.061326658322903634,0.0,True,False,False,False,False,True,False,False,True,False,False,0.0,0.0022293357722647767
0.6000000000000001,0.1376720901126408,0.1111111111111111,True,False,False,False,False,True,False,False,True,True,False,0.0,0.0025151480507602606
0.2,0.12390488110137672,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.1388888888888889,0.003086772607751229
0.2,0.04780976220275344,0.0,False,True,False,False,False,True,False,False,True,True,False,0.1388888888888889,0.0010860866582828397
0.2,0.08635794743429286,0.0,False,True,False,False,False,True,False,False,True,True,False,0.0,0.0013718989367783238
0.0,0.09261576971214017,0.0,False,True,False,False,False,True,False,False,True,True,False,0.16666666666666663,0.0011432491139819366
0.4000000000000001,0.18648310387984982,0.1111111111111111,False,True,False,False,False,True,False,False,True,False,True,0.0,0.003944209443237681
0.2,0.11138923654568209,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.16666666666666663,0.0022293357722647767
0.0,0.08760951188986231,0.0,False,True,False,False,False,True,False,False,False,False,False,0.36111111111111105,0.006516519949697038
0.0,0.04881101376720901,0.0,True,False,False,False,False,True,False,False,True,True,False,0.0,0.0012289927975305819
0.0,0.08635794743429286,0.0,True,False,False,False,False,True,False,False,True,False,False,0.25,0.0025151480507602606
0.2,0.12390488110137672,0.0,True,False,False,False,False,True,False,True,False,True,False,0.0,0.003944209443237681
0.0,0.030037546933667086,0.0,False,True,False,False,False,True,False,False,False,True,False,0.1388888888888889,0.0010003429747341944
0.0,0.061326658322903634,0.0,True,False,False,False,False,True,False,True,False,True,False,0.027777777777777776,0.0010860866582828397
0.2,0.055068836045056316,0.0,True,False,False,False,False,True,False,True,False,True,False,0.19444444444444442,0.0010860866582828397
0.4000000000000001,0.1739674593241552,0.0,False,True,False,False,False,True,False,False,True,True,False,0.027777777777777776,0.003944209443237681
0.0,0.061326658322903634,0.0,True,False,False,False,False,True,False,True,False,True,False,0.027777777777777776,0.0010860866582828397
0.2,0.08635794743429286,0.0,True,False,False,False,False,True,False,False,True,True,False,0.0,0.0013718989367783238
0.4000000000000001,0.14893617021276595,0.0,True,False,False,False,False,True,False,True,False,True,False,0.36111111111111105,0.004801646278724134
0.2,0.055068836045056316,0.0,True,False,False,False,False,True,False,False,True,False,False,0.0,0.0019435234937692921
0.0,0.061326658322903634,0.0,True,False,False,False,False,True,False,False,False,False,False,0.41666666666666663,0.0033725848862467133
0.2,0.04881101376720901,0.0,True,False,False,False,False,True,False,False,True,True,False,0.027777777777777776,0.00180061735452155
0.4000000000000001,0.12390488110137672,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.0,0.003086772607751229
0.2,0.09261576971214017,0.0,True,False,False,False,False,True,False,False,True,False,False,0.0,0.002800960329255745
0.0,0.055068836045056316,0.0,False,True,False,False,False,True,False,False,True,False,True,0.2222222222222222,0.0013718989367783238
0.4000000000000001,0.12390488110137672,0.1111111111111111,True,False,False,False,False,True,False,False,True,False,False,0.11111111111111112,0.005373270835715102
0.2,0.061326658322903634,0.1111111111111111,True,False,False,False,False,True,False,False,True,False,False,0.0,0.0016577112152738082
0.6000000000000001,0.19899874843554444,0.1111111111111111,True,False,False,False,False,True,False,False,True,False,False,0.11111111111111112,0.008231393620669943
0.2,0.06758448060075092,0.0,True,False,False,False,False,True,False,False,True,False,False,0.0,0.00180061735452155
0.0,0.06758448060075092,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.027777777777777776,0.001514805076026066
0.0,0.023779724655819776,0.0,False,True,False,False,False,True,False,False,True,True,False,0.11111111111111112,0.0005144621012918714
0.2,0.08010012515644555,0.0,True,False,False,False,False,True,False,False,True,False,False,0.0,0.0011432491139819366
0.2,0.12390488110137672,0.1111111111111111,False,True,False,False,False,True,False,False,False,True,False,0.0,0.0068023322281925225
0.2,0.08385481852315393,0.1111111111111111,True,False,False,False,False,True,False,False,True,True,False,0.11111111111111112,0.003229678746998971
0.2,0.08886107634543178,0.1111111111111111,True,False,False,False,False,True,False,False,True,True,False,0.027777777777777776,0.0020864296330170345
0.2,0.061326658322903634,0.0,True,False,False,False,False,True,False,False,True,False,False,0.027777777777777776,0.0006573682405396136
0.2,0.09887359198998748,0.0,False,True,False,False,False,True,False,False,True,True,False,0.027777777777777776,0.0016577112152738082
0.0,0.018773466833541926,0.0,False,True,False,False,False,True,False,False,True,True,False,0.027777777777777776,0.0005144621012918714
0.2,0.14893617021276595,0.1111111111111111,True,False,False,False,False,True,False,False,True,True,False,0.3333333333333333,0.0036583971647421976
0.0,0.08635794743429286,0.0,False,True,False,False,False,True,False,False,False,True,False,0.11111111111111112,0.004801646278724134
0.0,0.12390488110137672,0.0,False,True,False,False,False,True,False,True,False,True,False,0.05555555555555555,0.0006573682405396136
0.2,0.15519399249061328,0.1111111111111111,False,True,False,False,False,True,False,False,True,True,False,0.3333333333333333,0.004230021721733165
